text,label
Magdeburger erzielen 38:31 gegen Balingen-Weilstetten: Zweiter Sieg im zweiten Spiel: Perfekter . . .: Magdebu... http,1
Dieser weg wierd kein leichter sein!!:)))) http,2
@user @user @user EDGE ausbauen lohnt sich finanziell am Ende wohl nicht mehr. Umsatz steht eben -leider- vor allem.,0
Erzwungene Digitalisierung http,1
"RT @user: im not gone lie im wide awoke , lol",2
@user ne danke keine deutschen produkte mit deutschem support mehr!,0
@user *Zurückgezogene Version ist die RT Version. Mit der normalen Version sind bei mir keine Fehler aufgetreten :/@user,1
RT @user: @user ich auch muss schon um 6 aufstehen :( danke du auch love you xx :) &lt;3,2
shit Sas unicode SIX weil sich already reply macht Suche nach am habe oft meist brb Wien schon THIS SORCERY? Kann :3 meine Software via Sie�,0
"""Meine Paranoia ist allgemein bekannt"": Snowden brauchte die besten Journalisten http via @user",1
Vom Büro aus Helge Schneider beim Soundcheck hören - funny. ^^,2
Ich will einfach tot sein,0
RT @user: In meiner Jugend bin ich mal Marathon gelaufen. Also beinahe. Hab zugesehen. Im TV. War völlig fertig.,1
"@user Super, Danke! Endlich mal jmd ders versteht ;D",2
@user aber ohne rae und Xavier :(,0
"RT @user: Wer ranted, das die Piratenpartei blöde Liste aber gutes Programm hat, sollte mit Kandidatenantworten vergleichen http",1
Oh. Oh. Oh. Und ich will mir nach dem Praktikum endlich mal wieder die Nägel schön machen.,2
@user Mutig? Unverantwortlich!,0
RT @user: Ein Fan hielt um seine Hand an – Antrag mal anders: Will Ian Somerhal.. Kleine Ablenkung! http http,1
@user Daumen sind gedrückt...und verrückt? Nö. Für mich klingt das ganz normal :),2
"Kopf Wand Weiter Schalke! Ne, ich bin echt erschüttert.",0
"RT @user: Eko Fresh spricht über ""Eksodus"" (Video) @user #Eksodus #Bushido #Azad #MoTrip #Cassidy #KrayzieBone http",1
"@user In neun Monaten ... :-) Nein, sicher eher.",2
"Morgen eine neue Folge R&amp;I gucken und dabei wissen, dass der Schauspieler nicht mehr lebt :( #ripleethompsonyoung",0
18.20 Magazinbeitrag von der DEMO ab Freiheit 18h #München #Repression #Polizeikessel http … #refugeestruggle #non_citizen,1
Krasses ding! Bayern zeigt moral. Chechz doch noch bezwungen.,2
Ich hatte einen pädagogisch ganz und gar unvorzeigbaren Tag. Und einfallsreich war ich auch: nein! Nein! NEin! NEIn! NEIN! neiN! neIN! nEIN!,0
Deutscher Kinderschutzbund: Kindergeld zu Kindergrundsicherung ausbauen! http,1
Kraftausdruck meets Ahnungslosigkeit: Himmlisch :)! http,2
"Hab mir gestern nicht nur Sonnenbrand, sondern auch ne Erkältung geholt. Echt jetzt?",0
"@user Musik. Musste meine SD-Karte formatieren. Habe nichts mehr aufm Handy. ^^""",1
@user das sieht aber mal gut aus...,2
@user Ignoranz? Arroganz? Kommunikative Bankrotterklärung?,0
"Herrlich absurd, hauptsache sicher. http",1
@user Nachti träum was schönes...,2
"Über vier Stunden langer Spaziergang, einmal neue Beine bitte.",0
#Reutlingen #Zeuge nach Unfall rechts vor links gesucht 09.03.2013 http,1
.@user Vielen Dank für die nette Führung! War sehr interessant :-) #twagdeburg,2
@user jan buung jan buung :-((,0
"Microsoft Office, Alle Versionen spielend beherrschen http",1
"ANRUF ERWÜNSCHT: JENNY, sexy einfühlsam und verschmust!: Ganz neu im *loft6* JENNY 26 blondes sexy Girl mit... http",2
Mario Basler muss irgendwann mal sehr unter Frauen gelitten haben. (Vermutung: seine Mutter),0
Militäreinsatz gegen Assad: Obama will in Syrien den Alleingang wagen: Das britische Parlament hat sich dem Sy... http,1
@user Album übrigens 11/10 #perfekt,2
"Aufwachen und feststellen, dass der Arm taub ist. Voll drauf gepennt. Nice.",0
"So, Abfahrt. #jetzt #einkaufen",1
@user bissl hell oder nicht? :P,2
Unterschenkel gezerrt. Yeaaeeh.,0
Samstag Vormittag. #thenotebook http,1
"Danke an all die Glückwünsche♥,ich hab wirklich nicht damit gerechnet deswegen freut es mich natürlich um so mehr. Vor Ort war ich damit...",2
Seit einer gefühlten Ewigkeit keine neuen podcasts mehr -.-,0
"On page 160 of 400 of Angelfall. Fürchtet euch, by Susan Ee: Die Wortgefechte von Raffe und Penryn sind ja wirklic... http",1
"@user Ein treuer Fan,Gratuliert dem VfB Stuttgart zum 120jährigen bestehen. VfB:) Oleeeeeeeeeeeeeeeeeeeeeee",2
"RT @user: ""Immer versuchst Du mich zu therapieren!"" ""Und was macht das mit Dir?"" ""Orrr!""",0
@user die Klassiker schlecht hin!,1
@user Wunderschön xD,2
"die haben auch keine anderen Hobbies als Lost Girl Dartseller in Rookie Blue zu stecken, oder?",0
"RT @user: Wat? ""Christian Lindner zur NSA-Affäre: Der Staat muss den Datenmarkt stärker regulieren"" http",1
"RT @user: @user Jepp, schaut gut aus! http",2
@user da gibt's wieder was auf die Mütze 😒,0
RT @user: Sei nicht zu müde! Nächster Halt: Romantik mit #Flirtbotschaft http #München,1
"Abpfeifen, mehr Spiel brauche ich nicht, Ergebnis passt #H96M05",2
"@user den Schinken wollte ich auch bestellen. Meine Burberry Hemden sind seit Monaten (!) rückständig, aber bezahlt! @user",0
Claudia #Pechstein auch sportlich angriffslustig: Sieg bei DM über 3000m in persönlicher SBL zum zehnten Titel bei einer Einzelstrecken-DM.,1
@user Wer hat dir eig. deinen neuen Avatar gemacht? Sieht echt klasse aus!,2
"RT @user: @user Nur dort zu predigen, wo eh alle zustimmend nicken, hat keinen Sinn. #wieschafeunterdiewölfe""",0
@user @user ach so,1
Fröhlich geliebte Metatablette,2
"@user Wieso muss man immer alles alte, gute wo funktioniert hat und wo jeder zufrieden mit war, einfach über den Haufen werfen?",0
ePlayer: Highlights Türkei - Niederlande. Titel: WM-Quali: Robben stürzt Türkei ins Tal der Tränen. Kanal: Länderspiele,1
Highspeed hält diesen Monat verdächtig lang o.o,2
"Na toll, ich muss dem #Taxi Fahrer den Weg erklären ... #Frankfurt ",0
"RT @user: @user @user. Das kann ich empfehlen und unterstütze diesen Apell. Helft den Hilflosen, verhindert Missvers…",1
"@user @user @user Immer diese sturen Steirer :-p. Danke fürs Enträtseln, klingt interessant, wär dabei - wann auch immer :-).",2
@user @user jap *•* &amp; kurz bevor Spongebob angefangen hat kam die Werbung *•*,0
"guten morgen aus hannover. mal sehen, was der tag so bringt. start mit #mobilepayments @ Park Inn By… http",1
@user oder spaeter. Will nur kurz was holen und will dic sehen lololol,2
@user http,0
"""@user: #Islamisten terrorisieren liberale #Assad-Gegner | STERN.DE http #Politik #Bundestagswahl""@user",1
Yes das war nen Heiden Spaß. FEUCHTGEBIETE geiler FILM@Kxwoh http,2
Schön. KabelBW Anschluss tot. „Es kümmert sich heute oder morgen jemand drum“…,0
RT @user: Was macht eigentlich... Christian Neuburger (Slut)? http,1
"Ich warte eigentlich darauf dass irgendjemand jetzt einen ""weißt du was noch voll hart ist""-Witz bringt.. xD",2
@user boah bitte Mach nd so den kindergarten sag doch einfach das I gemeint war und verkauf mi nd fûr dumm.,0
El Salvador: Getränke-Multi fordert mehr Wasser-Gemeinden protestieren http,1
@user hi Natalie siehst verdammt heiss aus.Umwerfender body geiler strammer Po.,2
Die deutsche Bahn konnt sich grad nicht entscheiden ob der zug jetzt nun pünktlich kommt oder nicht.,0
Unglaubliche 140.000.000 tote Zugvögel jedes Jahr! http #Deutschland1,1
Meine augen wollen nicht von dir lassen,2
"RT @user: @user faschistoid? Oh Mann, Sie müssen echt ihr politisches Empörungsempfinden justieren....",0
"""[Gerücht] Zukünftige Apple-Kopfhörer bekommen flexible Stecker"" http",1
Irgendwas mit rosafarbenen Einhörnern. Viel Spaß allen beim #ccb13!,2
@user Peinliche Erkenntnis.,0
RT @user: @user bitte spielt heute das neue lied von @user #StoryOfMyLife ♥,1
"@user punkrock de la flöte de block! Klingt doch gut, oder nicht? 😉",2
Nicaragua: Interozeanischer Schifffahrtskanal gefährdet wichtigste Trinkwasserquelle – Freibrief für den Investor http,0
schrott ankauf und abholung in nrw http einfach klasse,1
Gemütliches Frühstück (@ Pino Bar) http,2
"@user @user solange kein Beschluss da ist, gibts nur Stimmungsbild. Kriminalisierung weiter vorantreiben trifft’s nicht. @user @user",0
"Wegen Falschaussagen - Freund des Boston- Bombers angeklagt http August 30, 2013 at 10:02AM",1
"@user Pscht! Nicht hier! Geh doch bitte aufs Klo dazu, ja? Danke dir! &lt;3",2
dumme oma: 'der reifen hinten sieht ziemlich platt aus.' ich: 'der vorne auch.',0
Iran: Krieg in Syrien führt zu mehr Terrorismus: Teheran (dpa) - Ein Militärschlag gegen Syrien löst nach Eins... http,1
"""Wir könnten abstimmen"" ""Wofür denn? oO"" ""Keine Ahnung ... könnten abstimmen :)""",2
"RT @user: Fenster auf, weil es zu heiß ist. Hereinkommen: 10 Stechmücken, 7 Spinnen, 14 Fliegen, 5 Zeugen Jehovas. Fenster zu. Na t…",0
#clouds #staatskanzlei #munich #münchen #blau #wolken #himmel #sky #silhouette #instagood… http,1
@user hey lass meinen food porn in ruhe :-P *gerade leicht angetrunken ist*,2
"Diet diet diet , kein Essen kein Essen  ​ (⌣́_⌣̀)",0
"Was neues vom FC Rot-Weiß #Erfurt "" Pressespiegel: 07. August 2013 "" http",1
vorne an'na Tankstelle noch schnell zwei Monster Ripper gekauft. endlich!!! seit über zwei wochen keins mehr. eeeeentzuuuuggg,2
Hocke definitiv uf de falsche site,0
"Mr. Coffee versucht vergeblich, meine Lebensgeister zu wecken.",1
@user sähe aber sicher gut aus :),2
@user Von denen wird mir immer schlecht.,0
POL-H: Zeugenaufruf! Motorradfahrer bei Unfall leicht verletzt http,1
@user Hey Süße. Warum hattest du gestern Streß? Hoffe nichts schlimmes.,2
@user @user !nicht witzig!,0
"Angie lächelt einmal ihre Antwort, und beseitigt 5 min Steinbrück-Phrasen. Beste Mutti ever. #tvduell",1
@user tumblr people sind meine lieblings people :D,2
"@user hauptsache Aufmerksamkeit kassieren, lächerlicher Journalismus",0
"RT @user: #Mollath kommt frei: OLG Nürnberg entscheidet, dass Mollath unverzüglich aus der Psychiatrie zu entlassen sei. http",1
"Wow, meine Augenbrauen sehen einmal gut aus.",2
"Haut am @user stellt de Kandidat aus dem Osten, de @user onst Konzept zum #Grondakommes vir. Eng interessant Lektür!",0
AmandaGirl: Alter: 19 Sternzeichen: Schütze PLZ- Bereich: 3 Geschlecht: weiblich Augenfarbe: braun Hobbies: Sp... http,1
50 wertvolle Gedanken ine ein Spiel verpackt. Stephen R. Covey war einfach brilliant http,2
@user sicherlich nicht!!,0
VIP Mitgliedschaft http,1
"Lalala mit den besten chilln und die ""großen"" jungs beim fußball spielen mit den kleinen jungs zugucken *-* :D",2
:'( :'( :'( Die letzte Aussprache war wohl das schwerste Telefonat meines gesamten Lebens :'( :'( :'( Aber wir gehen friedlich und als F...,0
"Obwohl weiterhin weniger #Velo gefahren wird (Beliebtheit sinkt), werden Unsummen reigepumpt. Darum also #Vignette! http",1
"@user Ähm, welcher Geschichte?^^",2
Drei Kleiderschränke voll nichts zum Anziehen.,0
#Kurier #Chronik Bim stoppte flüchtenden Ladendieb: 51-Jähriger wurde nach Diebstahl zwischen Straßenbah... http #News,1
Ihr seht heute wunderschön aus! ❤️ You look beautiful today. #hamburg #welovehh #beauty http,2
@user ein tritt? Fehlt mir die kraft dazu....ich kämpfe nicht erst seit 3-4 Tagen. Sondern seit über einem Jahr. Dachte sind KOMPLETT,0
@user @user rechts oben steht was. Direkt neben einem schönem Fernsehsender Logo.,1
Post rehearsal selfie cuz... Why not? #hoodie #vest #hoodievest #rehearsal #springawakening #hanschen… http,2
@user geballte Inkompetenz...,0
"RT @user: Jedesmal wenn irgendwo ein Mann seinen Bart rasiert, trocknet wo anders eine Muschi aus.",1
Schon August ey! Nächsten Monat kommt auch #Hinterland von @user vor freude kommt aus meinem hintern land!,2
"@user Ich frage mich eher, wer so eine Frage überhaupt stellt?!",0
Mißfelder sieht keine militärische Lösung in Syrien http,1
"Ende Nächten monats gibt's auch noch Weihnachtsgeld..also das 13. Gehalt :ooooo i'm rich bitch, i'm rich bitch, i'm rich bitch hahaha",2
Tod des geliebten Haustiers: Trauerratgeber von Eltern für Eltern von Alfred F... http via @user,0
Große #Ereignisse brauchen #Sendezeit: http #BP #ltw #grüne_raus #fdp_raus http,1
"@user Ah! ""Künstlerische Freiheit""! http",2
"Na toll, jetzt will ich ne PS4. oo #GCPressekonferenz",0
"Fürth, wo alte Frauen Air Force tragen und Jugendliche lieber zu ausgelatschten Pumaschuhen greifen.",1
"@user @user Sasa, Cynthia, Hong, jasmin und Ich würden auf jeden Fall kommen~ nicht wahr Sasa?",2
#Miami Crash Victim: Partner Of 40 Years Died In My Arms: Crash Victim: Partner Of 40 Years Died In My Arms SO... http,0
AEG Lavamat 72610: Fehlermeldung C9 http,1
"Nacht.KRAFt: in 22, 2013 at 08!SOSOSOSOSO GUT!",2
Warum muss Köln so weit weg sein? )': Wäre sooo gerne an meinem Geburtstag zum Videoday gekommen! )': @user @user @user,0
Anlage #Thun sichtbar gesetzt,1
sehr guter #tatort aus Berlin,2
@user verrückte welt...,0
Sexy Damen Low Rise Jeans Hose Schlag Hose Hüft Weiss. S/36 bis XL/42 Super Preis http,1
@user bin vielleicht etwas nervös .neue schwiegertochter wird vorgestellt :-),2
"Ick hoffe mein Akku hält bis ick wieder zu Hause bin. Ick hasse Bus fahren ohne Musik. Berliner Schnauze kann ick wohl net so jut. ^^""",0
Havana Club Stoffbanner SELTEN: Axstedt | Original Havana Club Stoffbanner. Maße 160x80. Sehr seltenes und rar... http,1
@user @user @user @user @user @user Very Cool!,2
@user @user 😦,0
Wenn ich euch besuchen komme (Real Amateur) #porn #sexy #xxx #adult #amateur #nsfw #Amateur http,1
"RT @user: @user Ganz toller Auftritt im @user und herzliche Gratulation zum Titel ""Schwingerkönig"" Alles Gute a…",2
@user nope. Basisdemokratiespinner stellen im Hinterland fast alle politisch Aktiven kalt. Bitte sehr.,0
RT @user: NSA-Affäre: Britischer Premier steckte hinter Drohungen gegen den Guardian http,1
@user Produktiv Scheitern kann auch Spaß machen. Siehe Beispiele: http,2
@user Hey kann erst später schreiben! ;(,0
"Heinz ? Peters ? König Rechtsanwälte aus 44629 Herne, Eschstraße 15 in #NRW http",1
"RT @user: Muss mich mal wieder bei meinen Followern bedanken. Schön, dass Ihr mir folgt. Aber andersrum wärt Ihr ja sonst auch wiede…",2
@user absolut! Fiese Scheisse.,0
Scott 26: Böblingen | Gutes stabiles Scott Mountain Bike mit ein Jahr alter hi Felge http,1
@user @user Weil herzchen toll sind und auf chen enden und weil ich euch lieb habe ^^,2
"RT @user: Liebe FDP NRW, sorgt doch endlich für einen ordentlicen Grundrechtsschutz auf Bundesebene, statt nur Kryptopartys zu verans…",0
Anlage #Spiez sichtbar gesetzt,1
RT @user: @user endlich fertig ♡ falls ich dich i.wann sehe bekommst du das bild. I love u ♡ ♡ ♡ http,2
"Hasse es, wenn Leute immer recht haben wollen",0
@user Steht jedem frei zu unterschreiben oder nicht...,1
@user Tweet Limit/ Fav Limit auch DM Limit noch nicht xD,2
deichkind entführt! http,0
"RT @user: Das Gehirn kennt keinen Unterschied zwischen Traum und Realität. Was heißt, dass beides real ist. Oder beides ein Traum.",1
"@user Happy birthday! Alles Gute und bitte nicht aufs Alter schauen, wenn heute gefeiert wird! ;)",2
"Urgh, ich hab so Lust aufn Bier. Das ist so traurig.",0
Franzosen behalten niedriges Renteneintrittsalter http,1
Unser Nachbars Hund :3 süßer kleiner Kerl &gt;w&lt; http,2
@user Keinen Bock mehr...,0
@user In Lautern wars nötig. Nach 39 Spielen.,1
@user üben üben üben - unter immer schön hinter den #creeps bleiben ;),2
RT @user: manche muss ma nd verstehen..,0
Niedrige Zinsen bringen Deutschland 41 Milliarden Euro http,1
LOS PADDEL! SCHMEIß DICH RAN!,2
Bei #SdR werden 4 Mercedes für 1 Zuschauer verlost. Nicht etwa 1 Mercedes für 4 Zuschauer. Sinn?,0
Gesuender Leben durch eine bessere Wasserqualitaet ohne Kalk. http,1
Ach ich liebe @user 's Tweets ❤❤❤,2
RT @user: partnerschafte funktionieret nöd well d'mensche scheisse sind,0
Romantisches Date – Was geht da zwischen Jason Segel &amp; Cameron Diaz? http,1
Instandhaltung erfolgreich abgeschlossen!,2
@user schraibn :o bin in letzter zeit viel mit anderen leuten am quatschen^^,0
"@user @user Zustimmung. Wird umso lächerlicher, je mehr sich uns eine aktuelle Regierungspartei prozentmäßig angleicht...",1
@user und wann sollte ich wo erscheinen? Bzw hat der @user die Frau nun um Erlaubnis gefragt? ;),2
Ich würde mir selbst nicht schreiben.,0
Wettersensible Frauen – Umfrage: Männer leiden seltener unter extremen Witterungsbedingungen http,1
Hahahaha Tränen gelacht :'D http,2
@user schade :( du hättest den traum leben können für mich! :(,0
"@user @user nix da, keine Zeit zum Streiten, muss hier fertig werden",1
@user Naja dazu brauch man aber Titten! Die alten notgeilen Schachteln mit +60 will doch niemand! xD,2
"@user Dort hätte sich das Drehbuch schon fast von alleine schreiben lassen können, wurde aber wohl miserabel umgesetzt.",0
"Wer meine ""all time favourites"" noch nicht gesehen hat: http http",1
@user @user *lf* lass mich! :P des war echt so! hab immernoch dauergrinser *-*,2
"Guten morgen Welt. Hallo Montag ... 3 Kreuze, wenn diese Woche der Vergangenheit angehört! ...",0
"Was war der letzte gute Film, den du gesehen hast? — Sonic The Hedgehog The Movie OMV :3 geilster sonic film EVE... http",1
"@user eueheueehuh, int (:",2
@user wut,0
RT @user: Wissenschaftler kritisieren unverständliche Wahlprogramme. Unser Tipp: Leichte Sprache http #wahllokal…,1
@user @user @user @user Gut befragt. Erkenntnisgewinn trotzdem 0. IMHO falscher Gesprächspartner.,2
@user @user Warum wollt ihr alle keinen Sommer mehr haben? o_O,0
@user Interessant wer nutzt nun #Tebartz #Luxus #Bischofssitz?;-) Viele #Katholiken nehmen auch #Auszeit sie TRETEN aus #Kirche aus;-D,1
"Heute nicht nur den Herzensmenschen geheiratet, sondern auch ganz viel Liebe von @user bekommen. Unbezahlbar &lt;3",2
Die Schuhe passen halt überhaupt nicht!!! #ShoppingQueen,0
EinFachIch !: Engel Gott Schicksal !! http,1
"RT @user: @user 196. Tweet für Stindlinho! ;-) Happy Birthday &amp; alles Liebe, Lars! Bleib uns bitte noch laaange erhalten! #Füh…",2
RT @user: @user Oh. Das eröffnet ungeahnte Möglichkeiten des inzüchtigen Verhaltens sowie Ignoranz gegenüber den Followern.,0
Der Streit um das VW-Gesetz http #DeutscheWelle,1
@user good morning,2
@user unmöglich isser.,0
"Arigato !! Nur das, mehr nicht. Japanisch -,-",1
"@user Du musst aber bitte Georg aus Bielefeld entfernen, der möchte nicht mehr :-)",2
Vor Wut 3DS ohne speichern ausgemacht. Schön.,0
"Was macht eigentlich ein Vermögensberater, wie macht er es und v.a. warum braucht eigentlich jeder einen?! Diese... http",1
@user ohhhh meine schwächste Disziplin bisher ;)),2
@user also das geht gar nich sowas. Bei ihrem Chef müsste man sich beschweren. Die Frau soll ihr was beibringen u is so drauf.,0
"ÖH Uni Wien: Gegen rechte Hetze aller Art!: Utl.: ÖH Uni Wien ruft auf, Rechtsextremismus keinen Platz... http APA OTS",1
"@user Du willst echt nicht bis zum Marathon warten, was? X'DDD",2
mum hat mich grad gefragt ob ich schwanger bin und deshalb so schlecht drauf,0
#Landau: Wer zahlt die Millionen für die #Bomben-Suche auf Gelände der #Landesgartenschau? Hauptausschuss diskutiert. http,1
@user Qualität*,2
Papoose Versace Part reguliert ja schon n bisschen. Was da los :S,0
"chopper XV 250: berlin | Yamaha, XV 250, 13 kW, 45000 km, EZ 05/1991, rot, TÜV 05/2014, Schöner kleiner Choppe... http",1
@user @user sge nik pag ako nangulit tungkol sa inyo sge ka. Di ko kayo titigilan. Hehehe *ngisi*,2
"@user Englisch überfordert mich,ich schreib lieber wieder Deutsch:) Ja ich mag Sprachen auch nicht",0
40 Jahre Europäisches #Patentübereinkommen – Klare Abgrenzung zwischen #Sorten- und #Patentschutz wichtiger denn je http,1
Einfach nur ma kurz chillen http,2
@user @user wenn mans genau nimmt nicht. aber begründung siehe tweet oben.,0
"Ok, letzter für heute: Grasgeflüster #Grünenfilme",1
"@user bin selber fanboy,aber nicht ganz so fanatisch. hoffe ich. ;)",2
"@user iya. zombie survival horror, depressing seinen gitu.",0
Schwerer Autounfall bei Anröchte mit Toten. Geht’s euch allen gut?,1
Achtung Nagelstudios......Friseursalons......Kosmetikstudios......Fußpflege !!!Bei uns wird Zusatzverdienst und... http,2
"Der Esel nennt sich immer zuerst. ""mich und die SPD."" #tvduell #Steinbrück",0
30 neue Verfahren -Ermittlungen gegen ehemalige KZ-Aufseher http #30 #Nachrichten #N24,1
@user @user vordergründig.....;-)),2
"Tolles Vorbild, Herr Landtagsabgeordneter aus #RLP cc @user",0
"Lincoln Speedway ""@user: Top 10- Wilt, Haas, D Dietrich, Rahmer, Montieth, Siegel. Krimes, R Wilson, Forsythe, B Dietrich""",1
Boateng. Danke. Gehört mit zur Ablöse was?,2
"#schlagzeilen Designer-Kauz Colani: Funktioniert nicht? Interessiert nicht!: Sinkende Superboote, Lastwagen wi... http",0
"RT @user: Aktueller Blog ""Das ewige Hinausschieben: Was hilft gegen Prokrastination?"" von Coach Gilbert Dietrich.... http",1
"@user geleakte technische details wären nett, ne?",2
2704 Tweets und ich bin immer noch kein Stück schlauer geworden,0
#schlagzeilen Merkel soll auch: Steinmeier zu Aussage vor Kontrollgremium bereit: Frank-Walter Steinmeier will... http,1
Wunderschön! Jetzt möchte ich auch heiraten. “@ApplebysCheese: Wedding cheese cake for vet Matt and wife to be Hannah http,2
Da liegt nen Arm von einen der Affen o.O Da scheint wohl noch was schlimmeres rumzurennen o.O #AfterEarth,0
"Mutter setzt Baby aus ""Bitte kümmern Sie sich gut um sie"" - Süddeutsche.de: Süddeutsche.deMu... http #Muenchen #Munich",1
@user Guten Rutsch http,2
Körper macht grad schlapp. Was soll das...,0
Stephen Sauer zum neuen Finanzreferenten gewählt #jusolakosaar13 Herzlichen Glückwunsch!,1
RT @user: OMG... ICH lache :-D RT @user: Hier endlich das GIF zum Ausparkmanöver des Jahres! http,2
"“@sanitario_: Ich bin so Scheiße drauf, #ich #könnte #glatt #anfangen, #hashtags #zu #nutzen!” Dito!",0
"@user @user Hängt immer davon ab, wieviel Leute beteiligt sind.",1
"Kleines Mädchen, großer Minion 😱😊 http",2
Morgen in den ersten beiden #Sport. danach schön ne #Doppelstunde #Mathe hinterher. bis einschl. 8. Std Unterricht #könntkotzen,0
"""Im Anschluss weitere Länderspiele, ebenfalls international"" - @user #gerpar",1
@user ich komm gerade gar nicht hinterher! Bin auch sooo aufgeregt gerade. Berichte nachher. DAAAAANKE aber fuer die Glueckwuensche,2
"@user SCHNAUZE! Dass man dort links überhaupt nich gut weg kommt, siehste nich, wa? (3 Jahre war dat mein Bus! 3!) @user",0
Mercedes Benz arbeitet an Navigationslösung mit Google Glass http,1
@user na dann feier schön!,2
@user ur ever gettin dem shits bacc,0
"Guten Morgen! Wir wollen euch noch erzählen, was #Apple gestern in Sachen #iPhone erzählt hat: http",1
Wie ich diese süßen Kakao Kekse liebe... Eigentlich zu schade zum essen :/ http,2
Hoodie Allen was sick,0
"tausche großen, gut erzogenen penis gegen kopfschuss",1
"@user Das kann man ja hervorragend lernen. ""Navigieren"" muss halt echt gelernt sein - ich lasse mich von Sue Bryce inspirieren :)",2
"@user Netter Versuch, aber: Nein!",0
"Beis beis beis, beis beis beis, un puta nobo nobo, ta cansa tur mi caya, beis beis beis, beis beis cu NE🎶",1
@user Träume süß :-),2
"Dank investigativem Journalismus konnten wir herausfinden, dass man für das Update auf Windows 8.1 zuerst ein Update installieren muss. Aha!",0
". @user pro Staubsauger-Regulierung. Ich glaube nicht, dass er das ernst meint. Das kann nicht sein. http",1
ich lieeeeeebe diesen tanz :)) aba den salto krieg ich zum verrecken einfach nicht hin sorry x'DDDD,2
#understatement: sein goldenes iPhone in ne silberne Hülle packen.,0
"Kreativ Welt News Allerheiligen, Freitag, 1.11.2013: In Hessen kein Feiertag! Alle Besucher/innen aus... http",1
Wowereit gratuliert Horst Milde zum 75. Geburtstag Berlins Regierender Bürgermeister Klaus http http,2
phil verstellt sich für seine freundin. kann ihn nich mehr ernstnehmen.,0
"@user hmmm, könnte sein. Bin mir da nicht sicher",1
"""live aus manchester"". technik können sie beim #zdf #mcfcfcb",2
@user OMFG BITTE NICHT! Noch mehr Infinite Crisis hätte meine inneren Katzenbabys getötet. ..und zwar ALLE!!,0
New post: Warum Nikon Telekonverter nicht mit DX-Objektiven verwendet werden können http,1
Leckeres kleines Ding du! #knabber #igel http,2
'Und was nehmen Sie?'- 'Ich nehm dann mal die traurige Wendung.',0
"tz: Schweinsteiger als ""Fußballer des Jahres"" geehrt: München - Bastian Schweinsteiger ist kurz vor seinem 300... http",1
@user nimm doch den Besen und reite los ;-) #hexhex,2
RT @user: @user ich bin doch gar nich unterwegs…!,0
"Okay friends ich geh schlafen und ratz bis ungefähr übermorgen, bonne nuit",1
#nowplaying die neue Scheibe von Someone´s Diary http Yuppiduppi! Aber das sagte ich ja schon mal ...,2
ja alsich 2wochen weg war dawar dann so viel von M&amp;L so viel musste ich nachholen (@user http,0
New post: H: Zeugenaufruf! 21-Jähriger überfallen http,1
@user Entspannt geht's los. Schönen Tag gönn ich uns allen :-D @user @user @user @user,2
@user GENAU DAS SELBE DENK ICH MA AUCH haha bzw. solln in einen ladn gehn bei dem ma den namen aussprechn kann!!,0
